,mouse,day,led,post_led,trial_type
130,mhb124,11,"[-0.056642514409906246, 0.527065599097177, -0.34397261780634997, -0.4259230276905972, -0.45885085508934764, -0.17161686436158613, -0.2657291135793511, -0.4463726678249437, -0.7397340156016262, -0.010671060822722017, -0.28678526279412186, -0.5624129830126858, -0.30975679366037756, -0.2712477008255967, -0.3184540458942696, -0.5711048083374798, -0.37638939673081495, -0.4066886570857027, -0.4051642419471089, -0.19111224072156693, 0.03132839791032663, 0.39226147219015906, -0.6080480152693599, 1.1251124751126278, -0.20540202578556183, -0.1155240420835651, -0.5298652345584318, 0.24643285471564846, 0.7278305341779258, -0.4016293939692311, -0.18518831366184618, -0.370397101380653, 0.09570339270202602, -0.2770459992747555, -1.2557697715385236, 0.1521555843677956, 1.135064540194013, -0.4802977363176447, 0.11786125150695347]","[0.3367143984013974, -0.42274826534164195, -0.4287767674834828, -0.7053459953525616, -0.12408938652697891, 0.060559283444565536, 0.8937575167713484, -0.3363216965147352, -0.07456303582964369, -0.0756992814122052, -0.5548037958381974, 0.8827786973225814, 0.5817328891555148, -0.17423735236377064, -0.6999179444071526, 0.25968392521463046, -0.36457269250524366, -0.09234385174707956, -0.0644772504617613, -0.5539841898802726, -0.8095492118457654, 0.13033049390730497, -0.2340606714134356, -0.024785606338284735, -0.4947397112000608, 1.8597742411868425, 0.2296386628649396, 0.36966384697903854, 1.699527312560288, -0.04654668022093561, -0.44389316671154455, 1.3415480610305404, -0.5157062341080825, -0.8403987264063667, -0.3512526798312612, 0.6404793679562544, -0.31317055485085254, 0.19805748783072255, -0.12161198285215738]",sucrose
131,mhb124,11,"[0.014119291437141914, 1.89287222075587, -0.632409156848067, -0.4150111403344128, -0.46563408081618585, 0.16400389630270923, -0.8857230077062438, 0.06441680854027503, -1.3264869338428968, -0.16091315581173976, -0.24481361131323354, 0.10040612293750537, -1.0622067857415447, -0.2543171631524025, -0.717101903623551, 0.24680513992883524, -0.49336539597258805, 0.6571138228044616, -0.7960372044202119, -0.47044948017245647, 0.5325250077389693, -0.7851330534579528, -0.8753214233443037, -0.3786508167355729, 0.031652007422240266, 0.09552174666966196, 1.3907324475257694, -0.4827385679918499, -0.012861415651254487, -0.46036700984227247, -0.04806058131419789, -0.7897582873848746, -0.5669637323677155, -0.24917412212582576, -0.5716080443577265, -0.09696344488314186, 1.1952450856940646, -0.3096936557040174, 0.11797059238447315]","[-0.18430318887845717, -0.7416140543770497, -0.45030484086826184, 0.665729373666361, 1.729951434852857, 0.6464422800073777, -0.7138540478854911, 0.3233548896214323, -0.23225966045168722, -0.30005834508352675, 0.08193349949716698, -0.19916257001943774, -0.6297783106981711, -0.46406307764411786, -0.8198414747400014, -0.29419738001018303, -0.22930160873779462, 0.48312728952929435, -0.383568917072156, -0.36523738531947997, -0.7317793304409168, -0.8105011092544424, -0.3294984669834641, -0.4541828093997934, 0.07654234412310566, 0.6530764851402848, 0.6905283356511048, -0.4995853885205062, 1.3541199559690946, 0.14811913275209296, -0.40229216779794474, 1.080897533379588, 0.16404947987564364, -0.37805751597316883, -0.010333950512414857, 0.35089230705947916, -0.396245812463207, -0.6936977158973411, -0.25582514837326553]",sucrose
132,mhb124,11,"[-0.11111912030950416, 0.15064427298687816, -0.19746808757322884, -0.16783846462718566, -0.5207879117562458, 0.47532443897882415, 0.5593791624085573, 0.24471213912200895, -1.0761572361093354, 0.3295756224212546, 0.4413236711817324, -0.5406683804094908, -0.7808125472797715, -0.4255288977016256, -0.45298630946257434, 0.03433112038182332, -0.7386034904467937, -0.4004771583400671, -0.5646279176512473, -0.48690221341780615, 0.9915554607598007, -0.04686085359440486, -0.6407082078087282, -0.41531066192542193, 0.25645797152816646, 1.6292181119515117, -0.4513151888341985, 1.0407751930322722, 0.38197771482349735, -0.7498476492346585, 0.1830192475036736, -0.5494607253407424, -0.7931361505616055, -0.7037763708995152, -1.1585153114884266, 0.83379849438548, 0.9390024921504143, 0.17848996546536988, 0.5120060552094752]","[0.582250306488097, -0.7154077869970367, 0.29459044681627183, -0.4676726177542385, -0.4140357257058472, 2.026011329194222, -0.7032723263023206, -0.18356374048458932, 2.48607820016981, -0.8608009663447584, -0.17131483788379917, 0.42897382088250224, -0.34563960454021986, 0.3164361078841953, -0.2703381873061986, -0.33010452606497176, 0.48342626172546704, 0.13229869214114423, -0.37819391720880974, -0.0014253363244561513, -0.3782953753373684, -0.43494061992158173, 0.761451474612698, -0.7167791622899876, -0.6268186940151185, 1.3613001972839616, 0.5997509167098187, -0.9925313111330955, 0.023692511303669547, -0.8872136287455323, 0.3228214966610985, 1.2986864422726199, 0.14515349946811054, -1.5231532502931868, -0.23354568535218176, 1.802901310481085, 1.3763415364874227, -0.12124730224309482, -0.07879595980404394]",sucrose
133,mhb124,11,"[0.5446284792827242, 0.006542135209919227, -0.45292331901394095, 0.59294809548818, -0.3907527952006013, 0.03353743792909569, -0.2635624622069527, -0.2727472871175569, 1.5180311442736691, 0.4678903250528081, 1.0489898686259744, -0.4155692834245461, 1.2367188618570046, -0.2191590865068782, -0.12534970950494223, 0.2256917263891465, -0.08429062564179658, -0.14640493956312628, -0.5968876203218297, -0.2266066164214311, -0.1720336170660876, -0.6713319995842763, 1.3118750317059718, 0.2133114162201764, 0.01787184979486129, 0.35356264584094943, -0.17384616109916165, 0.7958331895676386, 0.34161960500505134, -0.3836703743456027, -0.33991076409138404, -0.5600197059299293, -0.043916577255403225, -0.14098037135656688, -0.019499987912387978, 0.3972571938370493, 0.4965681359942915, -0.6708257842150586, 0.49858104677272463]","[1.820401269765958, -0.4393731076331065, -0.21218701649739205, -0.03605277325304047, 0.038711304791468795, 0.17829444944215408, -0.6279943838601086, 0.45147935974989556, -0.13906804466202075, -0.09797505024253937, 0.06695931107892371, -0.0665256188956597, 0.29314232844595894, -0.3189770225943943, 3.0155250067436836, 0.6565711918495755, -0.4871949870958335, -0.6531714653945347, 2.2782574069123847, 1.3854254244099584, -0.6034602198962485, 0.3277571544034915, -0.32276826384757323, -0.6903211919937523, -0.5442693263295011, 0.12304873062264225, 1.6390900774539918, -0.3665784307154837, 0.7587594424280871, -0.0555821411695763, -0.5501284546539784, 0.704244256451533, 0.0003145345174719554, 0.22216357683431562, -0.2688968244190988, -0.4276025947293632, 0.7998068974438335, -0.21955168103343436, 0.8279561221582143]",water
134,mhb124,11,"[-0.44083505079737284, -0.19603505188364134, -0.38896986663722183, -0.5200165826362435, -0.2606908170464886, 0.6924337437140592, 0.4674670435692482, -0.36243881112399684, -0.6327495417669843, -0.35912419609741136, 0.6817776941310734, -0.3429101259198447, 1.0290786070834432, -0.19343524569330245, -0.40545244852967083, -0.6820330086430724, 0.6198219820327356, -0.3594201772594903, -0.1170046165978998, -0.7648006184577667, 1.8085079878191133, -0.21472548190828714, -0.6506322475269806, -0.2024415275198899, -0.14898000249952176, 0.014427789162085198, -0.5385521122495439, 0.8947273636026917, 0.10528434209531734, -0.4763273843958794, -1.376026468610481, -0.3945218839354486, -0.06697700378419356, 0.44994229269833286, -0.553687143317473, 0.27115140184151815, 1.4184222076864095, 0.6726105895320263, 0.40505537703547867]","[0.09267911782770573, 0.055478306379659774, 0.5966970870467766, 0.4870934746150374, -0.26150778629211824, 0.058838781458295075, -0.22054028667651715, -0.17554851546431638, 0.01265637707789181, -0.43795899254445014, -0.679052921334927, -0.21974589548156448, 0.13264103721945328, 0.3876288823121137, 0.9292568659864237, 2.0265481652157087, 0.42422816711143935, -0.1163898064579587, -0.5509019448237983, -0.5591746028114565, -0.11562087332352156, -0.23435501772700323, -0.15896197372221177, 0.46227543216175637, 0.8369033965794073, -0.2724320488969554, 1.3688059242588089, 0.14421850703785905, 0.015960920838799866, 1.0015400477928267, -0.19577962413524613, 0.45315985620475163, 0.2739258131238393, 0.362975065703052, -0.3738233706983529, -0.10181894140276297, 0.16112346124682422, 1.3580599495520693, 0.9738585631207176]",water
135,mhb124,11,"[0.27329292005337946, 0.3397396971181508, -0.6968692109263904, 0.04751559762073769, -0.6517276247280208, -0.19199026437240715, -0.2692607262487167, -0.198641170340082, 0.00554266986610976, 0.4370301678698517, -0.36049832255000014, 0.3674656396966478, -0.09955578666820475, -0.27596398230445085, 0.05717228704485219, -0.3625583723755945, 0.38233620716933464, 0.5415831989492159, -0.4953028529109047, 0.5049034134551893, 1.6505551130692953, 0.2268743304605623, -0.5946067548779277, -0.3844150223407627, 0.20087662479236348, -0.8063189250792524, 0.9746223563951926, 4.07473269271795, 0.6476993794470369, -0.042157245117860606, -0.8250667065223618, -0.703578088197654, 0.7059935174312335, 0.9556327134892083, -0.14165339805694552, 1.1950196544451999, 0.6397048667069252, -0.055766628433061946, 1.1666860822297678]","[0.2559904202087988, -0.3416705581054588, -0.33662085033346967, -0.15085657035804578, -0.47338200594739427, 0.5309489272320291, 1.9993847569424903, -0.2375771951319167, 0.9373888455850419, 0.05550802351607782, -0.3114357058614167, -0.49264886788972867, -0.37706848392705206, -0.08497539154618257, 0.9389630242640392, -0.21030887096683304, -0.14572133021604827, -0.40825525513068206, 0.625699429503224, -0.3972164486210414, 0.2889934597580772, 0.38976123324337797, -0.24530479824622425, -0.4263868892602145, -0.5248246289594803, -0.3791046470251205, -0.5035762708320747, 1.4521107363115362, -0.10113897851248799, -0.14289324960954605, -0.6109832302335374, -0.5573395787997768, 0.9516240823044813, -1.0055539313006117, 0.8027302956998791, 0.5404877835636992, 0.06874371001398419, 0.09594202702388527, 0.4514420729053856]",water
136,mhb124,11,"[0.20152886936507103, 0.2698581606363234, -0.7025940685704845, -0.045796122333218, -0.26795621871409364, 0.5274613212885938, -0.20227188858657613, 0.6165561344004241, 0.3765008514689461, 0.9074890648628675, 0.8737597069931582, -0.2755802279656465, -0.048756514162912594, -0.1482684660538832, 0.6056265297844508, -0.5176275645267651, 0.189812660945368, 0.3016693717556488, -0.7017704267095461, 0.4178686891206012, 1.8275905721765724, 0.417807546760681, 1.399407380034241, 2.046155945137901, 1.8454673343978316, -0.3032400731956559, 0.7443816441802328, 0.4291243201878083, 2.3114379078347267, -0.3137564549679137, -0.13588721121613118, -0.11424836656884471, 0.0830715763591975, 2.2712821990240304, -1.7639296824887862, 0.964702472118227, 0.7577878424785371, 0.9927609760750244, 1.028497522073074]","[2.2477454585602383, -0.21458170733120302, -0.09386836038842937, -0.45466475845399834, -0.2506713167148261, 0.12178569073501819, -0.6718136382293779, 1.316121688176899, 0.24356631716883034, 1.7735580696861508, 0.3681797759799029, -0.4978042332850019, 0.43620337127285375, 0.14800395138319564, 0.9226680766771354, -0.2372305796546582, -0.019499031034326965, 0.09143503046803529, 0.20029081301570056, 0.9057865343479515, 0.9747392734978746, 0.4491765368435019, -0.20615282627998993, 0.8605348660157034, 0.7791442214285275, 0.7526284405917082, 0.2478848257953788, 0.43083867249591673, -0.023204431945171328, -0.7889092477015953, -0.6287864260170303, 0.590659541867284, 0.042249083409716774, -0.6777345216222225, -0.22164804369079882, 0.01613098751278183, -0.000656959510295067, 1.3220187971178663, 0.39789239058255244]",water
137,mhb124,11,"[0.001615811500685973, 0.5557706193247631, -0.5699061001111463, 0.11876067987032461, -0.5896494544367984, -0.2519568929720145, 0.05620181213279931, -0.17378315847991083, -0.5132804407892066, -0.5929346268275733, -0.25542584125764917, -0.27311161293401104, -0.0463449166412155, -0.17238609079852668, -0.614806400103907, 0.41862260825717074, -0.4700974293475035, -0.5760945154212365, -0.4353395553793972, 0.7879290325433351, 0.40067156431289364, 0.027585704209403837, 0.06502899147657427, 0.5886611679557824, -0.0938734601286835, -0.9964397253884506, 0.18448116046046942, 0.4054163734983325, 1.2044620489310787, 0.17056623095243365, -0.9760803528822453, 0.13211125395162135, 0.13091861683819908, 1.91631462500006, -1.9651333870880914, 0.925444562126619, 1.3715367951954573, 0.25947594926546025, 0.15496573990486645]","[-0.09744230245340835, -0.3885289901109409, 0.1415259739377679, -0.065949936176031, -0.5494187054163959, -0.6310175372824612, -0.15931050272647426, -0.5021348965786754, -0.45987981960271607, -0.514242725199417, -0.34256654366292155, 2.729051293811757, 4.305887750035269, -0.5848045899648621, -0.6985325512959352, 0.8215264027492251, -0.015840391319172958, -0.8965591862261747, -0.33996534586030097, -0.4973620410575684, -0.1104556997187504, 0.14071513203611072, -0.6080437135450438, 0.1779513895343831, -0.5951455867753402, -0.5554002428725822, 0.023215201794473405, 0.8539007455883514, 0.617938637268592, -0.8256303254954275, -0.5146420240498799, 0.14101194838299114, 0.0862980338715778, -0.3022696740027509, -0.6099003541062833, -0.4371675372936164, 0.04513578014565997, 0.22431588447370612, 0.1952185334888257]",water
138,mhb124,12,"[0.5760456975253632, -0.2329254392603648, -0.35605524920390275, 1.266098870097334, 0.5446038756981217, -0.04889564509177524, -0.43487994447483, 0.3330574813564046, 0.11664486949935204, 0.18598059605964867, -0.05732873501004122, 0.24889128638378688, -0.14385441741469168, -0.1229555793797127, -0.11601997538526895, 0.021286449716056536, 1.983410452021733, 0.20783915985699533, -0.8201235254078346, -0.07354385103488414, 0.189145046164703, -0.2729698933863162, -0.2422656007496258, -0.294377072344379, 0.2887940440894541, 0.31222949638938186, -0.29786175270437787, 0.8628439693278958, 0.13781456310287446, 0.020228621171146623, 0.4463655761585104, 0.1674693173831279, 0.3085122712325727, -0.1467532538970667, -1.1663091511196615, -0.5141628565384423, 0.26955918850310284, -0.19562194754892684]","[0.16069771216440856, -0.25834193456396015, -0.4202938191671795, 3.0478984360686803, 0.24050917160345026, -0.20112801270929395, 0.07678987087931032, -0.14263923678986604, 0.09459101177859516, 0.6017417187884239, 1.0516548464347186, -0.18958554333348923, -0.2767449339223022, -0.5894645881953865, -0.35678876334296183, -0.462139375299293, -0.2193414674003492, -0.32824744707719905, 0.6040886280490205, -0.512707785890271, 0.5902088922618318, -0.5306622462040455, -0.263889805042518, -0.4953907663534314, -0.0996156763582009, 0.20697740880478604, 0.6614234272027041, 0.27055167293258214, -0.13140554223138987, 0.19787645659407707, -0.24480433685615108, -0.06318231898477326, -0.2910149263632872, 1.0588005084051646, -0.786647385992802, -0.23839446998308428, -0.0054182884102415415, -0.5300322799326163]",sucrose
139,mhb124,12,"[-0.26006356560220956, -0.7196137335699623, -0.4619885165750402, -0.14210049398460745, -0.4979033323358454, -0.4493798493711002, -0.031706894549392795, -0.23212215277138035, -0.3351492351366009, 1.1973131914424633, 0.37865341898549637, 0.05449598775070449, 0.7559237439212392, -0.17336565448019337, 0.7882658008343619, 0.05214283564605389, -0.43053724744641075, 0.4598946149897686, 0.811937069920843, -0.187237436952857, 0.4910088756401729, 0.7044932192293702, 0.46955304360671196, 0.17488650922254553, 0.7245818034472002, 1.221813455346345, 1.569897256843775, 1.29471227182313, 1.324516494181011, 2.201950624517022, 0.19818753350400856, -0.04205619658976608, 1.390273815974647, 1.0898199700631939, -1.1341526210733721, -0.7309033077841326, 0.5942801708752554, 0.39252303561224045]","[-0.04892505171412431, 1.6271264289064098, -0.33848265593733184, 0.2545888442923219, 0.8098423611599161, -0.2552211655109002, -0.6214521300062449, 1.609334373609754, -0.599874457779405, 0.06584370376359176, -1.0502975456354275, -0.48461811050588655, -0.29738521333059886, -0.5321759124334074, 2.342052592888587, -0.26788431456031253, -0.39290978811255367, -0.5203685110592471, -0.4724375247247992, -0.8166096022102265, 0.4924670610373948, -0.4664708138854355, 0.5237528389739573, -0.9318551688461517, -0.3713317391652052, -0.10190842456593302, 0.49515976935383976, -0.3796463290504152, 0.43800653364965014, 0.7900775593854109, -0.9252837182978884, 0.478620653150083, 0.4515052771103439, -0.7085541440972851, 0.0671202305759552, -1.112215228964746, -0.07764212869409742, 0.39864011717220255]",sucrose
140,mhb124,12,"[-0.13845485016886297, -0.7300869026564292, -0.3064192679893385, -0.42443388700508683, -0.3444855750092153, -0.3548398188238369, -0.2796362691673426, -0.30108873428495103, 0.3030893142355076, -0.39726186372128636, 0.7618035311176721, 0.2254818034820077, 0.3232724131808658, 0.36173374461552404, 0.09340006996300049, 1.1569363146075622, -0.443690029699108, 0.758560761371971, 1.497643730816684, 1.298576996573979, 0.15848521046259487, -0.1745203116003602, 0.21706529299052002, -0.32256836360251345, 0.6595141086535704, 0.6041798206253223, -0.13520341912634362, 1.5044773823891942, 0.6009905394901962, 1.103315451942271, 1.2436014541164153, -0.4583039997573498, 1.1627092645463513, 1.551902678167798, 0.2208733409939396, 1.3105713066544618, 1.106760708021132, 0.09426283175414937]","[-0.4339914036810583, -0.180044017587014, 0.5887748420281143, -0.26025996806872465, -0.5253288670449112, -0.18649791309532068, -0.24529056241975722, -0.3872848878791264, 1.0407852427338713, 0.20806438057081553, 0.004035882015884585, -0.12650210695210876, -0.3890533040939438, 0.658646978606887, 0.46753746557111237, -0.26704887806352107, 0.6285071022026372, 0.1364650864743375, -0.4011158773312123, 0.4812355348548602, -0.07687668377909683, 0.3406938729524214, -0.5369402176449437, -0.3396208208764208, 0.02949491940703459, -0.08981013331164986, -0.03687619539864215, 0.4472063333777721, 0.17082311413858392, 1.2356498976477943, -0.25952334597457155, -0.09712449519464736, 0.7496448913181245, 0.2604368754458628, 0.30388502667394784, 0.6421472604194286, -0.020850697997739847, -0.02606745133456208]",sucrose
