,mouse,day,led,post_led,trial_type
94,mhb108,10,"[1.9356685458634697, 0.07710123516550813, 0.648561387237084, 2.481697599608681, 2.024051748563619, 0.45756013138663704, 0.5334282857049316, 0.42023249839639715, 1.3422218153316372, -0.9869721477246306, -0.6325607514437377, 1.0146959663351702, -0.3186320810868737, 0.8508560729895952, -0.3458659699983904, 0.35923367337066436, 0.5669565314705209, 0.1587571201510858, 0.2553021524454568, -0.33783792958447506, -0.46048598589145423, 0.2517948797713567, 0.24258126586564377, -0.07162145271518196, 1.2800775513663625, 0.05022224805208428, -0.13898106190206655, -0.051060766333593695, 0.28866513314901227, 0.14639578529020192, 0.11597470449638173, 0.6020602235331397, 0.6406318946856677, 0.2280007079027569, 0.6530639195811213, 0.8566635406573131, 1.2416338180258384, -0.04154553098474043, -0.4975317095913561, 0.45648691885113574, -0.0758091905584625, 0.01736014286774619, -0.6045090705380305, -0.2938300345908989, -0.1289507881301236, 0.8372007420929386, -0.044534079130393193, 0.8271370183138257, 0.013417540691243884, 0.9004528380646947, 0.40450066460125395, 0.73623521704586, -0.8805164486193255, 0.3889194925559084]","[-0.33413088893965537, -0.16299953701354664, -0.5200375442294645, 0.605644510737931, -0.21514636794504993, -0.11106511162770832, -0.44874454785205264, -0.46066925320383256, 0.5450542139179528, 1.9794428100587682, -0.16311988924560322, -0.14121682502857097, -0.4626209348131167, -0.41487065653208594, 0.6029153494892614, -0.4541621528740513, -0.5437203106374958, -0.5895745763866992, -0.5357375371335, -0.335077062069533, -0.19845647361398905, -0.5673908077483638, -0.5755783561730857, 0.31867646372836145, -0.269206907418037, -0.3583389490838887, -0.48680820947295006, -0.2833309704225728, -0.8866772937384304, -0.5707987499761995, -0.6645984547052844, -0.8274364445529463, -0.2865641431967282, -0.5232908497045051, -0.41379452298389796, -1.1295927919457018, -0.39357823709342543, -0.5386892771229769, 0.4279432007674173, -0.01989640172438618, -0.5438397737171216, -0.22942543195036003, -1.0952606504017859, -0.5638484951502071, -0.0214684936725551, -0.6889435581814384, -0.7010131095447252, 0.19119657964556927, -0.12058123967423379, -0.5854824989456012, 0.1746619601756671, 0.46719909769963286, -0.7917866081111159, -1.198771795196431]",sucrose
95,mhb108,10,"[0.741390905340622, -0.21142606224705493, 0.0696651194044321, 0.8691720957359244, 1.283542636933848, 0.3149650346770628, 0.19100806876219864, 0.23054689791155789, -0.00024723811276864473, -0.06445842256313913, 0.7786374126881942, 2.4477906057182413, 0.039315428546128135, 0.8446665618853, -0.5771308007541291, -0.26273092074170656, 0.13042905585895448, 0.8388373964039584, 0.006543100705573492, -0.24077783407329797, -0.551693560669862, -0.09057924208445282, -0.31682776585894, -0.15733739031165478, 0.355845013634557, -0.26912694663527686, -0.22168184290094656, -0.04507867021514197, -0.547729534357163, -0.15407254832656525, -0.06812292957146147, 0.5166856784907922, -0.6233947990787235, -0.016901463628332745, -0.45503396290393006, 0.893964326107673, 0.5879868490316047, 0.5136078524399815, -0.35303312259533964, 0.1867900316810797, -0.1342844438164399, 0.3584618502043369, -0.47716866687890375, 0.7703117143500136, -0.3341463472831421, -0.46994859971335673, -0.06252697015524326, -0.49413307683829893, 0.10473805175322617, 0.1283587755946325, 0.06547418775075967, 1.0792212330638211, -1.0299013169037838, 0.08138244345078056]","[-0.2841662281464691, -0.04563184904251874, 0.14521235610843544, -0.16517313411074933, -0.22954637526642238, -0.09614762928655433, -0.5773912652044988, -0.25683178326729095, -0.5595271582729086, 4.509038898966984, 0.06090743674083656, -0.5228543291645431, -0.5111386685085373, -0.3621589956546032, -0.610005687466618, -0.7807382431512024, -0.5698848632892513, -0.22573753714746592, -0.5457711085014141, -0.7427819729920704, -0.5176525215887036, 0.010208865541271747, -0.5242256454730149, -0.4539667880179199, 0.22162914105898185, -0.9106081135176085, -0.0414449369882278, -0.6473208902570503, -1.136904960072528, -0.5791649918188072, -0.8140685620567942, -0.23719530454117468, -0.7700705626090455, -0.43421589116771203, -0.42334560287689577, -0.44246894953366445, -0.5424408383208748, -0.5818841122632838, 0.36121022557078847, -0.2746698223557606, -0.44388873505513665, -0.4137653187127666, -1.0248142930985713, -0.201933220349662, -0.6109733534504278, -0.8152260239402636, -0.35501848238907935, 0.21446412697122447, -0.9231049020871704, -1.2039839206107215, -0.5447851148435816, 0.4774103454404284, -1.4415765169275543, -0.9987970509118312]",sucrose
96,mhb108,10,"[1.305396697562548, 0.15078163704941347, 1.291816221443818, 1.4888037513052277, 0.6328827418805679, 1.169192684268194, 0.4195989699698029, -0.001480953327449758, -0.4027265670023854, -0.6124713566009257, 0.11356554018893145, 1.6865944844118976, 0.2729271593709188, 0.7812190705361293, -0.25179474827498965, -0.01778245119539942, 0.3630128665724075, 0.36587147806293746, 0.20391781557110866, -0.09738205370080609, -0.35131471451503105, -0.6240252540220494, 0.47305046862640554, -0.011737229645046997, -0.6747485987123425, -0.4535120725681334, -0.007091543741124121, 0.09536448173304787, -0.44514616027225296, 0.16309740177275173, 0.2952732975702172, 0.6469862289182622, 0.22114686396925928, 0.3774293292507756, -0.4788098500523152, 0.6879323885324606, 0.1578849012406644, -0.0378945025005729, -0.5919258522059788, 0.42087359180978173, -0.16850658198256083, 0.0982045968891078, -0.17900505552864132, 0.5418226582074732, 0.17530606714233807, -0.0030573626639402544, -0.00517259382812078, -0.012936687622325247, -0.33540273936754794, 0.8534073349363767, 0.6323173395863818, 0.5106667921631023, -1.1239105011268795, 0.5348034068462184]","[-0.24388339564421668, -0.12182570549918877, -0.28208927893155833, -0.312002093550787, 0.05358059054569993, -0.14533984081922452, -0.5871527391975083, -0.20652171282241333, 1.5078936667289913, 1.0607085935611194, 0.27568637276116986, -0.8654839276224162, -0.43774451823803345, -0.34612957828378366, 0.15465131313654767, -0.6139619269229345, -0.6930028417286342, -0.5222594154328807, -0.5965104200007966, -0.4026187328892173, -0.3603484498615703, -0.3620250269645023, -0.6071141530044285, 0.15553570514540563, -0.19379104994891905, -0.955784610172274, -0.2898692025478729, -0.3578319750799376, -1.1804739618343563, -0.7544300645385292, -0.9080505934126979, -0.48854043611528436, -0.5921648320382811, -0.7923597367175493, -0.25275645574880456, -0.20857608616617077, -0.78208964589227, -0.7881240439118645, 0.07899063053723852, 0.07777964106009386, -0.44926496572673413, -0.5994046028913873, -0.6207990924957631, -0.7678507193307922, -0.011930520330820421, -1.0925297409122037, -0.49256884928194133, 0.3986804752610036, -0.5923602961860938, -0.9054462726845041, -0.40962238348205565, 0.018457999122055577, -0.9874523430303986, -1.3432963843572132]",sucrose
97,mhb108,10,"[3.4773583433454007, 0.16450958386321987, 0.21420802678893974, 0.5331154723000259, 1.4943172144831804, 0.9477299178395979, 0.4191449724720104, 1.031195987577288, 1.7048531725001144, -0.6815788525293095, -0.5420522574902829, 2.0907898587603584, -0.11812825374342821, 0.3945996771060517, -0.40130877416300803, 0.3367833650044958, 1.0548326680745819, 0.47928761795107555, -0.052517578411733615, -0.30303223920116296, -0.26503653412736655, -0.5341967733238983, 0.06669560615109572, -0.27408688901256945, -0.7489988563637794, 0.25809268005864794, 0.27786224301714735, -0.004060126972615467, -0.25869441417500744, 0.013288329939036045, 0.1734445387585316, 1.5532376713079705, -0.1385296684930355, 0.06443467776858049, -0.6185218686417915, 0.7216582815682822, 0.38145457970923574, -0.4427424674292059, 0.09784989975753552, 0.9306729206174129, -0.3847568301465076, 0.044525400280328906, -0.4531874700824741, 0.03109570055095562, 0.41558702385334645, 0.35750814648694645, 0.07173932901906416, -1.3942609929542225, -0.22338020960706745, 1.4764106257321394, 0.44189479308274704, -0.49991577442069873, -1.132399870418043, 0.5416559729894349]","[-0.38655355431752486, -0.3951675476486173, -0.4519713840216336, 0.16297031632649644, -0.565920195741612, -0.22456651565526747, -0.6223369566719802, -0.561366078586542, 0.8748356029003519, 1.8578777895205925, 0.04256384543541438, -0.2537457420686681, -0.6705683637321362, -0.25056953652502895, -0.08650343946736826, -0.7897895551926358, -0.8999288583416005, -0.4555271017946117, -0.5986793695915428, -0.7089644924692992, -0.7934725197132372, -0.5083301376387606, -0.50152440356746, -0.3979913148987833, -0.5660692049667495, -0.9610126897803561, -0.6131221393563915, -0.7520953093022185, -1.1520821161251948, -0.8872658340739288, -0.51744159644739, -0.5021517479697253, -0.5216300215674746, -0.36875609774579793, -0.6420974691966596, -0.6700403049970883, -0.23078670918925043, -0.6038317826345004, 0.7922713253661854, -0.16378128175955373, 0.16955412390983726, -0.5040620665771424, -1.077651134526214, -0.33188192004487593, -0.04146543350483742, -1.0605477765847184, -1.0960208709386972, 0.4770783700203797, -0.6825076475680237, -0.387382884625887, -0.4869297858619935, 0.3067696831436986, -0.9032168201386364, -1.629323109937221]",sucrose
98,mhb108,10,"[2.3946561789031717, 0.555369885984573, 0.41803759048887035, 1.5813905782717037, 3.1533151528800367, 0.7896020214758172, 1.8305617500167641, 0.3269539899392598, 1.6088996868258825, -0.14271174377895504, 0.267678313778099, 1.4972297958518492, 0.7523475401843772, 0.20756410244354534, -0.4251875594099282, 0.10954366886694568, 0.806631289739671, 0.46079485024311706, -0.02836434773525653, -0.04929272609466923, 0.41145458266594737, -0.3056595166771765, 0.5941958305252641, 0.00607837041890772, -0.05653498044333656, 0.8758881276776176, 0.2938878435262384, -0.04365300397855462, 1.0527964249424855, 0.9023619822000546, 0.788275425455536, 1.39945195764779, -0.02742190898399124, 0.2753352076884119, 0.3496257465734147, 0.7378638765955001, 1.1331178552370462, -0.46248194745568316, 0.08051553374468376, 1.1019036107715143, -0.7049198692867372, -0.19413606376745193, -0.20177884325153397, 0.5197560818872757, -0.5889946699224454, 0.7711712588429881, -0.09089328839286115, -0.5566905320872653, -0.05623593502633224, 1.7394181253425312, 0.5650474740501398, 0.8530710935557542, -0.5516266331868627, 1.7326946349747185]","[-0.2235268624856013, -0.3320936637300287, -0.32845131942280925, 0.1552130127411813, -0.5212551153729633, -0.33069258665417894, -0.5218210076624076, -0.31992114546006734, 0.04953731350091567, 2.657892709458368, -0.16392464473873583, -0.1290430676357244, -0.23482894409082652, -0.6676765322283297, 0.7240055782941022, -0.53938723086623, -0.5675197146235357, -0.2094044785753771, -0.5272097567629236, -0.5594006371221313, -0.07874532788484917, -0.6628172171216624, 0.05193543017122468, 0.21164859565933258, -0.09373095234173336, -0.620441818662579, -0.6561112113666631, -0.5131274996730888, -0.8917654995893274, -0.7062492998749658, -0.5931099232157565, -0.16246825157313508, -0.7845263774605844, -0.471201523394081, -0.6431465702374258, -0.4382376191853642, 0.5931098551207825, -0.9112706740057144, 1.6480548305008145, 0.030626814364763506, 0.07810626688114794, -0.4044807110008363, -0.667717207653396, -0.9116907627273998, -0.36766693700062525, -0.9565437508032857, -0.66214445376131, 2.0359291813851157, -0.3492328461445103, -0.7348384094847739, -0.06291945668867492, 0.06847506454488544, -0.41485116365798735, -1.2291767036945211]",sucrose
99,mhb108,10,"[0.4001149814571301, -0.27174826744439506, 1.4667463980033375, 0.8016323340922787, 1.3321587083665245, 0.8841064637951003, -0.040124995981897685, -0.13292387995830346, 0.050752963124470016, -0.6618186748710609, -0.4509709057082623, 2.742966644288493, 0.5500893029119136, 0.24397995963630628, -0.18015588004938887, 0.7834168325018613, 1.2745246201778302, -0.21638193854655988, -0.11425276338200914, -0.030112909744297808, 0.2498407222455051, -0.8698670936278166, -0.020954795697325956, 0.14760247150367029, -0.8580485900235494, 0.2592803354208237, -0.019920382486438414, 0.06086090287071242, -0.4590845102190711, 0.8278090478791319, 0.06683112289373566, 1.0022668993861297, 0.09072739277174549, -0.07338166495784704, -0.4765731551124802, 0.6068637633688735, 0.1708103724132284, -0.3052461984236792, 0.4199295710880779, 0.8514164355333386, -0.7365107705572499, 0.1676132013066328, 0.0068304872788443405, 0.5189812805879023, 0.3359889801852663, 0.03702832466050141, 0.2522875045585813, 0.1046575580638202, -0.11991812507385521, 1.8855560270775658, 0.6279630607056744, 0.5223544101319822, -1.1712621706000153, 1.3302143189278943]","[-0.27357127726118674, -0.4644643090237286, -0.4840483233924694, -0.31921876002679195, -0.4102004344193152, -0.4243771591989536, -0.4243475768606009, 0.01374920390684629, 1.631353915693934, 1.813579164081357, 0.3021859131298437, -0.17960656494558813, -0.32917489415099904, -0.45963253232210394, -0.19256605960246326, -0.25157983592127575, -0.4550528856927838, -0.14901428065409794, -0.404236046053016, -0.4798760551198626, -0.1423015964537837, -0.707580734905316, 0.030488046217270335, 0.003293084053623068, -0.5616662860476174, -0.5261645387858614, -0.7659008640803843, -0.1486839690843338, -0.7684796936486644, -0.7255210349606127, -0.5283757765683832, -0.41726025030566927, -0.25081067581729494, -0.29235186283778825, -0.636823418433898, -0.39185464935849745, -0.21106958713580523, -0.5349447730715271, 1.0713284799332374, 0.42168824227603274, 0.3949477850959765, -0.2704430443052943, -0.7489697386174443, -0.6673534992547299, 0.49568150982800135, -1.219325338867701, -0.7302543630586048, 2.37626349062267, -0.5591686371632445, -0.5332837354299771, -0.29355756453504633, 0.18701889338571667, -0.91817599261983, -1.4433780891365688]",sucrose
100,mhb108,10,"[0.5334542823818413, -0.03000102540534889, -0.10644703701431726, 1.649955063141844, 0.4405539503422164, -0.14557146047903283, -0.14827042087185016, 0.3285632373968144, -0.7601773625585662, -0.9637235156078185, -0.6032812504330021, -0.5252322166128353, -0.33475575725541545, -0.5177323330766485, 0.5087378657001094, -0.15632805949057293, 0.0010760266681454356, -0.011723142930520281, -0.32382389816520685, -0.3880255874593182, -0.2529162071398825, 0.38989914692573513, -0.22093774943607586, -0.6427849306238325, 1.1685781653716656, -0.9744719959081862, 0.08702825794743002, -0.22520350379287496, -0.0037487205873307284, 0.040240134130964576, 0.050913750440433524, 0.9790944510803784, 0.025117449336801576, -0.0928936143770936, 0.6746887385359657, 0.7468465974114734, -0.37710442112709025, -1.1086971578724591, -0.6995845324207394, 0.6167428574156241, -0.1752458645377764, -0.5974845298706738, -0.049810548945977154, -0.22817739507205156, -0.821855376596973, -0.40540958234130525, 0.19553336496308732, 0.4218809746159264, -0.5087028968048338, 0.4539607172128095, 1.5114558245979333, -0.8516519653316101, -0.13533018375453817, 0.22374916362474442]","[0.6804258424764918, -0.2055891771298776, 0.5615606370275111, 0.45520393448172247, 0.051429231526817235, -0.4825635979423953, 0.30838227466602, 0.14929563525472023, -0.11884246780530433, -0.5811869458067578, -0.28399485086064685, 0.13368371533336715, 0.04019011109650109, 2.2736611594383596, 0.013183452744892328, 0.24758685446312104, -0.0337675204863648, 0.005042291783209385, -0.020246843924325388, 0.6207361365058701, -0.4226654118283677, 0.569321823365471, 0.12374403530827847, -0.38593070103015437, 0.3994407081275656, 1.5486580468384128, 0.8136064136677321, 0.350756117807373, -0.3177190088524332, 1.0051910261674606, 0.3422004506341709, 0.758308340346333, 0.00718264504334157, -0.4261757715305185, -0.3625517793508223, -0.227745393386086, 1.026150721708751, 0.27884274497214306, -0.5440800551729698, -0.08436478063087884, 0.3772661135334254, 0.028435873086345775, 0.009186294788525076, -0.02374216446687797, 1.4419146655366109, -0.0886959777330648, 0.6168376629116077, 0.535255387818868, 0.19727985196515918, 0.3432851261329909, 0.6688389944748384, -0.34827205340419337, 0.48804992422470506, 0.4772507496171801]",water
101,mhb108,10,"[-0.10427317091815623, -0.6780095728463417, -0.5965505092558911, 2.0081464987593662, -0.23720039667326043, 0.12296237750614467, 0.1255828710562637, 0.3394177062345859, -0.6505842761418765, -0.49252643505068144, -0.5588479632448756, -0.43071289439899013, -0.3381371394187473, -0.5797609985393565, 0.367982046768321, 0.003950804460018312, -0.2725028325361796, -0.594143488469924, 0.06763651106918744, -0.5370152009186091, -0.7994759366619865, -0.372049561078195, -0.07764379379358388, -0.942903454030772, 0.3427734628135851, -0.7718889336848442, -0.3846518573210634, -0.7599537764800259, -0.15434095363442965, -0.8044700109948562, -0.3584656405909345, -0.830670518802772, -0.24277518011474208, -0.4754521132438236, 0.5626111403039641, 0.8311004904808136, -0.15061928402877534, -0.6623800358780912, -0.4058821603020035, 1.2180292695539678, 0.011076732101096911, 0.021697386987762753, -0.03953625628066147, -0.2602988728893148, -0.531359627557458, 0.5974249330097233, -0.05042602883030772, 0.7128230062319265, -0.6157050640229096, -0.2535295667988343, 0.6921828468041744, 0.20617849998877594, -0.03862081978201562, -0.607489968433812]","[-0.2535363450708559, -0.25975230983599784, -0.19150854774411386, -0.3796010583891966, -0.8219454945689301, -0.25612382587787313, -0.41767928256289366, -0.378798732834549, -0.4745612026608077, -0.1700649419637289, -0.5175376022277124, -0.5065333201535278, -0.5880573482589383, -0.432376755278589, -0.25654273951802953, -0.4981146566118263, -0.44286282491286777, -0.8479508407132456, -0.6631832701170638, -0.2834866579259351, -1.2318746308750426, -0.0736029900480545, -0.5708229848485489, -0.779068813203644, 0.21951447122941187, -0.8001708640011993, -0.3010841283645305, -0.769076563462761, -0.6352393611762258, -0.9066680037238962, -0.9463287920889814, -0.8402640841694441, -0.3595737598296537, -1.0086223775636223, -0.36363942526908355, -0.3214914326741401, 0.2036227622558549, -0.8674942365172542, -0.5798139311465349, -0.498641548267165, -0.5997090937229391, -0.3937191134463167, -0.22711385546730314, -0.9895533038054702, -0.8953334821434094, -0.22756794072267278, -0.5926478263598083, 0.4504302512520806, -0.06587494323063647, -0.6910887637357318, -0.8473306244593186, 0.20145465574511276, -0.0603923217281747, -0.6717902764245233]",water
102,mhb108,11,"[-0.06335710837859038, 1.5561407465440957, 0.349335160938976, 0.34587835126696337, -0.2062298181121051, 2.4433801034127565, 1.544846495749417, -0.042079281711988374, 0.3038865128175485, 3.1300009506499773, 0.08265564081122831, -0.002826199905422981, 0.34758848865977665, 0.5242053515100723, 0.5242232571009184, -0.15217445253079123, -0.4337588021775713, -0.18475443471018485, -0.44963687979153616, -0.2179668040332801, 0.8420929768191554, 0.295783362829931, 1.630334563612531, -0.6888013985447548, -0.021607111253303852, -0.026519661995111223, -0.4976735346177364, -0.6816043648663906, -0.45600971320895173, 0.21411856948944055, 0.14842868168615758, 0.3305602940677642, 0.27499038267095943, -0.07680402023238038, 0.15084583337385155, -0.6041308959727449, -0.6586548823090443, -0.15230712543997954, 0.1462304011510579, 0.1698308934452832, -0.4874012404743532, -0.8161072946509034, 0.3432592465584798, 0.7746197081843386, 0.35348702780754143, -0.5407554385534296, -0.7924481181061993, -0.7924443701819547, -0.017721491712578412, 0.04471285672859526, -0.5432993378783115, -1.140576710694744, 0.25907915131407144, -0.7803755829075423, -0.7270358926785173, 0.16117520505039123, -0.03513044116385453]","[-0.636045936382594, 0.5022990374473166, -0.14264429628376302, -0.45774626997421086, 0.5572616273975346, -0.5057214373187846, 0.2747470597600039, -0.41933229075206274, -0.6364940024393009, 0.1084762729171194, -0.38599435284720673, -0.1078355474413686, -0.6227951325872553, -0.12964032445553175, -0.2166598587416522, -0.5973121022713754, -0.41303078271970817, -0.6300552962581358, -0.27070043451382514, -0.5682934070109601, -0.550538206623334, -0.639306409702047, 0.12854862567815828, -0.32300257284136025, 0.487588660010765, -0.5282636051041054, 0.289978212565485, 0.6398045398311788, -0.09684756479266675, -0.7436220616554676, -0.37050346550488433, -0.7451637508900665, -0.7364493530465215, -0.7302200361687237, -0.35505412470003866, -0.721128534523188, -0.7620398941372025, -0.8449943457957866, -0.30428070016594033, -0.06356518255311468, 2.275616880690948, 0.2834315279051659, 0.7943030372229436, -0.7093022729076959, -0.7850974886667732, -0.5144705101334249, -0.7754873278570159, -0.6589624840464989, -0.689460114072422, -0.28114796543767073, -0.616537537392256, -0.8173058950823014, -0.5818574018503009, -0.21532445880868342, -0.7205068461410079, -0.5907718468125817, 0.08398137187867476]",sucrose
103,mhb108,11,"[0.28329890182888706, 1.6469166887679876, -0.2546592949937946, 0.9028993247274258, -0.31798322827927905, 2.1631560582807436, 0.14473356670381063, -0.35636790780933375, 0.15467321376608412, 1.5257624714532776, -0.6527049670933501, 0.23733999183563634, -0.5777029550670998, -0.41354201345562724, 1.333647879219961, -0.6982044237518817, -0.377804135061498, 0.3854851828857357, 0.1200367234843758, -0.4728616991680143, -0.37012034676049366, -0.10582771798029254, 0.45781205175601203, -0.29989207044504596, 0.6954520898458126, -0.31808962760664317, -0.4922305378898761, -0.31521733981899724, -0.3325417618521844, -0.019801999143756698, -0.09335361615076834, 0.060679056181804907, 0.4581928431031039, 0.3717144078395567, 0.1183810750212235, -0.008957376898522192, -0.7251978572424755, -0.5886279540567267, 0.3748904272985656, 0.03274214778406082, 0.14942256662531758, -0.5876781862567212, -0.700754803438478, -0.2502667020087349, 0.5139119188217919, -0.1292834763498774, -0.4410793402225584, -0.2968478305167015, 0.44334187252275636, -0.6892341175764766, -0.7533941420284076, -1.0351840884981809, -0.5075997861054256, -0.11782824721974193, -1.0347687907737844, 0.024778407017752718, -0.2525419088024693]","[-0.5591284778277458, 0.660567428287267, 0.7846010525195288, -0.553809231184181, 0.25281037899187175, -0.7813746654422289, -0.4032371234483628, -0.0537734617016637, -0.6399424202894649, -0.07174560348085417, -0.4748758691675084, -0.4129644504336181, -0.46179646539565783, -0.6738106571904674, -0.05893426040444636, -0.7895249198025233, 0.37957959928108836, -0.07362953634293334, -0.5203501858747661, 0.366286329771198, -0.5393070788066794, -0.5693398397917613, 0.6624403303880783, -0.5950337354680212, -0.27796192137198716, -0.6586860823823254, 0.966513331830194, -0.6689302403971751, -0.26671645995211507, -0.6073576950129186, -0.33507274579678986, -0.2950322733950932, 0.36741286397138917, -0.36627696459622916, 0.288397058012999, -0.6354241252403086, -0.7502494703665724, -0.6381877222717796, -0.5426368290857628, -0.6648111104966533, 0.5804087051632755, 0.5661779990293158, 0.1517894260314864, -0.5966792521451793, -0.665256095704421, -0.7233514903223702, -0.8935838592559179, -0.5392765158039271, -0.745682560082841, -0.8588755472082138, -0.800649609417682, -0.7502708886951889, -0.851338641532487, 0.9209422723396125, -0.7636179152780022, -0.5816356816017636, 0.34146173459036055]",sucrose
104,mhb108,11,"[-0.2587294343899902, 0.7151451543171266, 0.06192988045760768, 0.8459219879098072, -0.48208760367166165, 2.2059903689010025, 0.44122045761538514, -0.376227539923601, 0.39308591532447723, 3.390983993637045, -0.15131052076616133, -0.28526607418381744, -0.13779807692868884, -0.06735563723418571, 0.055069400559067776, -0.05694882432062096, -0.282480787420174, 0.11056831612840218, 0.8443197745252935, -0.12068283959735437, 0.17619551677420564, 0.32315864173149905, 0.9107032671326059, -0.3154939581030779, 0.09708984705358395, -0.0006838313285031395, -0.5969981406943746, -0.5466788653710155, 0.14154752686759553, -0.0116040691443551, 0.36540465663632204, 0.443392753684023, 0.2704229199954551, -0.06184182891266515, 0.3864787390402363, -0.06085523621245429, -0.29653285979684335, -0.198389662295698, 0.3896903591072961, 0.2013616317875822, -0.5836429549242478, 0.2047689160932793, 0.847599523023709, 0.19492961796015382, 0.758929358993926, 0.03744775878229974, -0.5984731861893601, 0.3329654534662998, 0.5339647323568121, 0.1860388508332001, -0.4137251691824472, -0.5991554779398081, 0.22321987931807602, -0.40725665092264335, -0.6394795956412815, 0.5610332582382558, 0.5012767582533699]","[-0.7899821179616325, 1.361025430900543, -0.14644401494557238, -0.26231088346079257, -0.26823996931394006, -0.7407835270021769, -0.11725496185367881, -0.7820155801165218, -0.5182902380061097, 0.007686687542281756, -0.14308488872289873, -0.4610883634473937, -0.37735310847807835, 0.2540741919046329, -0.5595931280329818, -0.8189492375996859, 0.49256920925172953, -0.5834616030673985, -0.27818284883299566, -0.36122024458050744, -0.3912775980498012, -0.5747070454004329, -0.2235184354265716, 0.11927410123008217, -0.412791612223488, -0.5278359797841811, 1.4758294111828114, 0.025065178698114816, -0.28127832158456634, -0.9558241476975359, -0.7434648733318311, -0.5847530276356027, -0.48899902897853353, -0.8356875932666629, -0.42931233762241217, -0.6032568151733096, -0.7229850885714133, -0.2671236043005363, -0.44254851187591693, 0.4076280158087297, 1.3473507685029582, 0.15766595427288668, -0.08706633818527869, -0.7304436762043656, -1.1799352917446808, -0.5529959921855822, -0.9302944118584926, -0.5731345731985514, -0.407829987645831, -0.08790576727586376, -1.0184220750232256, -0.7428160188559945, -1.386308961406625, 0.44985275984046136, 0.3650793966546281, -0.1275840039152125, 0.1113510188104325]",sucrose
105,mhb108,11,"[-0.28941773530031173, 2.020758453713889, -0.35037348608224717, 0.7982506130908664, -0.20575498883608487, 0.49331919550147035, 0.36325612695651227, -0.6676902627177795, 0.48539622403392807, 1.0615276759739904, 0.16220270753679628, 0.18761542376863807, 0.05067972064143961, 0.13552883107769337, 0.18240958090531703, -0.6074298943932226, -0.45002752226274695, -0.10457280614797143, 0.182819686281658, -0.4131841076886026, 0.6225492329886639, 0.113518261433356, 0.2011550819425956, -0.4708714061312544, -0.15415477481655415, -0.16766922443034446, -0.2876852021062515, 0.47712221071268135, -0.5374955272882508, 0.35623060603001677, -0.043847312316456305, 0.04033239069009795, 0.5850448233654837, -0.4955640863979326, -0.036689309440739615, -0.48830813448564403, -0.43553555910795494, -0.016319074366211994, -0.16631096601590983, -0.3814217938105106, -0.022108070765226223, -0.32636985156803555, 0.9810135247332857, 0.09219780898588409, 0.43792497866078534, -0.30247028841560936, -0.7927906610348598, -1.0968089996306254, 0.5365592108006207, -0.14270635321295666, -1.0022337078145447, -0.9820822094461964, -0.41729869511332446, -0.11042771006851755, -0.6564511560902986, 0.19194146537780377, 0.6010623074714693]","[-0.20011334955513455, 0.26417462733485475, -0.19108550946954284, -0.3767688704739434, -0.08962785230728862, -0.47589777756664275, -0.41537073622720533, -0.39753218960996206, -0.5649545644222488, -0.2339610967871272, -0.3732243446291834, 0.06517171199034763, -0.5458356841266934, 0.1463519029561727, -0.3035898982420257, -0.5830190230435925, -0.3392342255522817, -0.6117856714844659, -0.11258495847152551, -0.5091328795091441, -0.5666716282396724, -0.43802634564756177, -0.5081237026335789, -0.6615432624429314, -0.304847603573375, -0.8664843065970156, 0.11704203821610351, 0.06872168873160966, -0.8441541845987895, -0.54345262513071, -0.495009796097244, 0.09299775662546034, -0.4135966629923019, -0.48776080366321983, -0.737763265754897, -0.5337714821875794, -0.49557358177489985, 0.12719843554086477, -0.5198882646248975, -0.39759404828496425, 0.8040591053184333, -0.27953994285620254, -0.2806802896056147, -0.6722606575173833, -0.5534367905161077, -0.3119880967386123, -1.0726315150151122, -0.8015028424452922, -0.5574686956909246, -0.8639076571629777, -0.34019785386405743, -1.173021437924669, -0.6039744494571591, 0.07313337224380585, 0.1936013117492024, -0.14342642525523902, 0.2981258233993856]",sucrose
